gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Grade3,Grade2,Grade1,Fail
female,group A,associate's degree,standard,completed,79,60,100,0,1,0,0
female,group C,associate's degree,standard,completed,25,99,67,0,1,0,0
male,group D,high school,free/reduced,none,73,44,84,0,1,0,0
female,group C,some high school,free/reduced,none,66,71,52,0,1,0,0
female,group E,master's degree,free/reduced,completed,45,54,100,0,1,0,0
female,group E,associate's degree,free/reduced,completed,81,71,72,0,1,0,0
male,group E,bachelor's degree,standard,completed,78,11,41,1,0,0,0
female,group B,associate's degree,free/reduced,none,36,74,73,0,1,0,0
female,group D,master's degree,standard,completed,46,60,52,1,0,0,0
male,group D,high school,free/reduced,none,92,100,64,0,0,1,0
female,group A,high school,standard,none,100,71,49,0,1,0,0
male,group D,bachelor's degree,standard,none,34,54,44,1,0,0,0
female,group D,high school,standard,none,47,38,56,1,0,0,0
female,group D,some high school,free/reduced,none,53,100,30,0,1,0,0
male,group C,some high school,standard,completed,74,49,69,0,1,0,0
female,group D,associate's degree,standard,none,87,93,69,0,0,1,0
female,group A,bachelor's degree,standard,none,61,61,62,0,1,0,0
male,group D,some high school,standard,completed,82,100,55,0,1,0,0
female,group E,bachelor's degree,free/reduced,none,66,64,89,0,1,0,0
male,group E,bachelor's degree,standard,completed,32,70,46,1,0,0,0
male,group A,associate's degree,standard,none,26,55,100,0,1,0,0
female,group C,some high school,standard,none,64,22,90,1,0,0,0
male,group A,some high school,free/reduced,completed,9,87,60,1,0,0,0
male,group B,high school,free/reduced,completed,29,25,85,1,0,0,0
male,group D,associate's degree,free/reduced,none,18,64,66,1,0,0,0
male,group E,high school,free/reduced,completed,100,69,63,0,1,0,0
female,group E,master's degree,free/reduced,none,48,52,51,1,0,0,0
male,group C,associate's degree,standard,completed,60,88,92,0,1,0,0
male,group E,bachelor's degree,free/reduced,none,82,49,58,0,1,0,0
female,group E,master's degree,standard,none,74,27,70,1,0,0,0
male,group E,master's degree,free/reduced,completed,53,66,58,1,0,0,0
male,group A,associate's degree,standard,none,29,40,92,1,0,0,0
male,group C,associate's degree,standard,completed,30,94,73,0,1,0,0
female,group A,some high school,free/reduced,none,36,70,25,1,0,0,0
female,group A,some high school,standard,completed,60,78,62,0,1,0,0
female,group C,associate's degree,free/reduced,completed,68,26,73,1,0,0,0
female,group C,bachelor's degree,free/reduced,none,69,33,48,1,0,0,0
female,group D,associate's degree,standard,none,64,81,87,0,1,0,0
male,group D,high school,standard,none,73,98,59,0,1,0,0
male,group E,some high school,free/reduced,completed,47,62,45,1,0,0,0
male,group C,master's degree,free/reduced,completed,72,87,55,0,1,0,0
male,group D,some high school,standard,completed,83,46,61,0,1,0,0
male,group E,high school,standard,completed,71,75,60,0,1,0,0
female,group A,master's degree,standard,completed,29,100,80,0,1,0,0
male,group E,master's degree,free/reduced,completed,45,52,50,1,0,0,0
female,group A,some high school,free/reduced,completed,73,79,48,0,1,0,0
female,group C,bachelor's degree,free/reduced,none,68,55,35,1,0,0,0
female,group B,some high school,standard,none,76,71,55,0,1,0,0
female,group B,bachelor's degree,free/reduced,none,9,84,49,1,0,0,0
male,group D,some high school,free/reduced,none,54,90,70,0,1,0,0
female,group C,associate's degree,standard,none,49,56,87,0,1,0,0
female,group D,master's degree,standard,none,65,83,67,0,1,0,0
male,group C,high school,free/reduced,completed,65,76,78,0,1,0,0
male,group C,high school,standard,completed,59,60,100,0,1,0,0
female,group D,bachelor's degree,standard,completed,77,45,32,1,0,0,0
female,group A,bachelor's degree,free/reduced,completed,99,42,89,0,1,0,0
female,group C,high school,standard,none,57,69,87,0,1,0,0
male,group E,some high school,standard,completed,55,70,95,0,1,0,0
male,group C,bachelor's degree,standard,completed,24,52,46,1,0,0,0
male,group D,associate's degree,free/reduced,none,56,100,60,0,1,0,0
female,group C,high school,free/reduced,completed,80,91,44,0,1,0,0
female,group C,high school,standard,completed,47,48,76,1,0,0,0
male,group A,high school,standard,none,68,78,58,0,1,0,0
female,group B,high school,standard,none,70,43,60,1,0,0,0
male,group E,some high school,standard,none,41,100,69,0,1,0,0
female,group A,associate's degree,standard,completed,87,70,59,0,1,0,0
male,group C,high school,free/reduced,completed,70,65,52,0,1,0,0
female,group A,associate's degree,free/reduced,none,55,35,69,1,0,0,0
female,group B,high school,standard,completed,50,42,67,1,0,0,0
male,group D,some high school,standard,completed,71,45,67,0,1,0,0
male,group C,some high school,standard,none,40,66,50,1,0,0,0
male,group D,some high school,standard,none,81,6,45,1,0,0,0
male,group A,high school,free/reduced,none,84,85,79,0,0,1,0
male,group A,master's degree,standard,none,98,71,71,0,0,1,0
female,group C,bachelor's degree,free/reduced,none,100,94,55,0,0,1,0
male,group D,associate's degree,free/reduced,completed,68,53,28,1,0,0,0
male,group B,some high school,free/reduced,none,49,74,74,0,1,0,0
female,group D,some high school,standard,none,61,82,48,0,1,0,0
male,group D,associate's degree,standard,none,55,95,75,0,1,0,0
female,group C,high school,free/reduced,completed,28,81,66,1,0,0,0
male,group A,bachelor's degree,free/reduced,none,79,80,63,0,1,0,0
female,group B,high school,standard,none,46,38,68,1,0,0,0
male,group D,some high school,standard,none,62,60,100,0,1,0,0
female,group A,master's degree,standard,none,57,71,77,0,1,0,0
male,group B,some high school,free/reduced,completed,91,76,45,0,1,0,0
female,group D,master's degree,standard,completed,62,73,76,0,1,0,0
male,group E,master's degree,free/reduced,none,60,69,63,0,1,0,0
male,group C,bachelor's degree,standard,none,61,61,38,1,0,0,0
female,group D,high school,free/reduced,completed,46,61,67,1,0,0,0
female,group B,master's degree,standard,none,82,74,74,0,1,0,0
male,group A,bachelor's degree,free/reduced,none,69,84,68,0,1,0,0
female,group A,high school,standard,completed,74,69,72,0,1,0,0
male,group D,master's degree,free/reduced,completed,71,68,39,1,0,0,0
female,group B,master's degree,standard,completed,52,64,62,1,0,0,0
male,group C,some high school,free/reduced,completed,85,61,63,0,1,0,0
female,group A,associate's degree,standard,none,57,97,76,0,1,0,0
female,group A,some high school,free/reduced,none,100,82,47,0,1,0,0
male,group B,some high school,free/reduced,completed,78,54,61,0,1,0,0
female,group E,associate's degree,free/reduced,completed,63,100,75,0,1,0,0
female,group B,associate's degree,free/reduced,completed,51,40,67,1,0,0,0
male,group B,high school,free/reduced,completed,77,85,65,0,1,0,0
male,group B,master's degree,standard,none,39,61,37,1,0,0,0
male,group B,bachelor's degree,free/reduced,none,93,73,72,0,1,0,0
male,group C,bachelor's degree,free/reduced,none,56,57,51,1,0,0,0
female,group E,associate's degree,standard,completed,79,57,73,0,1,0,0
male,group A,high school,standard,completed,100,80,73,0,0,1,0
male,group E,associate's degree,free/reduced,none,45,63,66,1,0,0,0
male,group A,master's degree,free/reduced,none,81,39,96,0,1,0,0
male,group D,associate's degree,standard,completed,65,81,78,0,1,0,0
female,group B,master's degree,free/reduced,none,86,84,88,0,0,1,0
male,group E,associate's degree,free/reduced,none,53,77,44,1,0,0,0
female,group D,master's degree,free/reduced,completed,85,56,47,0,1,0,0
female,group C,high school,standard,none,36,43,37,0,0,0,1
male,group E,associate's degree,standard,none,75,50,83,0,1,0,0
female,group B,associate's degree,standard,completed,90,73,50,0,1,0,0
female,group A,bachelor's degree,free/reduced,none,93,70,67,0,1,0,0
female,group E,bachelor's degree,standard,completed,54,91,57,0,1,0,0
male,group C,master's degree,standard,completed,70,87,65,0,1,0,0
male,group E,associate's degree,standard,none,52,74,31,1,0,0,0
male,group D,associate's degree,standard,completed,62,73,65,0,1,0,0
female,group A,high school,free/reduced,completed,45,68,98,0,1,0,0
female,group B,high school,standard,completed,82,83,78,0,0,1,0
male,group D,master's degree,free/reduced,completed,55,61,50,1,0,0,0
female,group D,associate's degree,standard,none,63,61,56,0,1,0,0
female,group D,some high school,free/reduced,none,86,43,65,0,1,0,0
male,group A,associate's degree,standard,none,92,73,87,0,0,1,0
male,group A,bachelor's degree,free/reduced,completed,97,60,39,0,1,0,0
female,group A,high school,free/reduced,completed,51,66,70,0,1,0,0
male,group B,high school,free/reduced,completed,52,13,54,0,0,0,1
female,group C,high school,free/reduced,completed,50,48,32,1,0,0,0
male,group B,master's degree,standard,completed,100,64,88,0,0,1,0
male,group B,master's degree,standard,none,43,42,90,1,0,0,0
female,group C,associate's degree,standard,none,42,72,32,1,0,0,0
female,group D,some high school,free/reduced,none,59,86,75,0,1,0,0
female,group B,high school,free/reduced,none,100,74,71,0,0,1,0
male,group B,high school,standard,completed,43,76,76,0,1,0,0
male,group A,bachelor's degree,standard,completed,62,79,63,0,1,0,0
female,group D,bachelor's degree,standard,completed,82,49,29,1,0,0,0
female,group D,associate's degree,standard,none,76,81,52,0,1,0,0
male,group C,some high school,free/reduced,completed,88,72,81,0,0,1,0
male,group C,associate's degree,free/reduced,none,81,70,44,0,1,0,0
male,group C,high school,free/reduced,none,72,81,69,0,1,0,0
male,group B,some high school,free/reduced,none,20,75,69,1,0,0,0
female,group E,high school,free/reduced,none,54,69,63,0,1,0,0
male,group C,bachelor's degree,free/reduced,none,89,82,78,0,0,1,0
female,group D,bachelor's degree,standard,none,54,58,64,1,0,0,0
male,group D,master's degree,free/reduced,completed,79,42,58,1,0,0,0
female,group E,master's degree,standard,none,42,100,34,1,0,0,0
female,group A,some high school,standard,completed,55,41,78,1,0,0,0
male,group E,high school,free/reduced,none,73,60,56,0,1,0,0
female,group D,high school,standard,none,62,52,57,1,0,0,0
male,group D,associate's degree,free/reduced,none,95,35,50,1,0,0,0
female,group C,high school,free/reduced,completed,95,80,86,0,0,1,0
male,group A,bachelor's degree,free/reduced,completed,58,24,88,1,0,0,0
female,group E,associate's degree,free/reduced,completed,44,77,57,1,0,0,0
female,group A,associate's degree,free/reduced,none,68,94,84,0,0,1,0
female,group C,high school,free/reduced,completed,39,63,76,1,0,0,0
female,group E,bachelor's degree,free/reduced,completed,94,39,92,0,1,0,0
female,group B,some high school,standard,completed,92,45,41,1,0,0,0
female,group D,master's degree,standard,completed,71,78,58,0,1,0,0
female,group C,some high school,free/reduced,completed,100,33,91,0,1,0,0
female,group C,master's degree,free/reduced,none,75,45,42,1,0,0,0
male,group D,associate's degree,standard,completed,81,73,25,1,0,0,0
male,group A,master's degree,free/reduced,completed,41,100,40,0,1,0,0
female,group B,high school,standard,completed,76,37,48,1,0,0,0
female,group E,some high school,free/reduced,completed,75,70,73,0,1,0,0
female,group C,high school,standard,none,92,90,97,0,0,1,0
female,group D,master's degree,standard,none,71,39,82,0,1,0,0
female,group B,bachelor's degree,standard,none,79,76,79,0,1,0,0
female,group E,associate's degree,standard,none,55,82,79,0,1,0,0
male,group A,master's degree,standard,completed,63,69,68,0,1,0,0
female,group B,master's degree,standard,none,34,48,85,1,0,0,0
male,group C,associate's degree,free/reduced,none,74,86,67,0,1,0,0
female,group C,associate's degree,standard,none,30,85,42,1,0,0,0
female,group C,master's degree,free/reduced,none,79,85,57,0,1,0,0
male,group C,some high school,free/reduced,none,59,79,82,0,1,0,0
male,group C,some high school,free/reduced,completed,60,41,49,1,0,0,0
female,group D,associate's degree,free/reduced,completed,82,71,97,0,0,1,0
female,group D,associate's degree,free/reduced,none,69,80,34,0,1,0,0
male,group B,high school,free/reduced,completed,61,71,62,0,1,0,0
male,group D,associate's degree,standard,none,74,76,27,1,0,0,0
male,group B,master's degree,standard,none,43,63,43,1,0,0,0
female,group D,high school,standard,completed,78,38,83,0,1,0,0
male,group B,some high school,standard,completed,58,69,65,0,1,0,0
female,group B,associate's degree,standard,none,45,75,92,0,1,0,0
male,group E,associate's degree,free/reduced,completed,93,100,62,0,0,1,0
male,group C,associate's degree,free/reduced,completed,72,83,43,0,1,0,0
female,group E,some high school,free/reduced,completed,29,78,71,1,0,0,0
male,group B,high school,standard,completed,60,84,59,0,1,0,0
female,group C,some high school,free/reduced,none,89,61,96,0,0,1,0
female,group A,bachelor's degree,standard,none,78,91,73,0,0,1,0
female,group C,high school,free/reduced,completed,95,57,38,0,1,0,0
male,group A,some high school,free/reduced,none,52,80,52,0,1,0,0
female,group D,bachelor's degree,standard,none,69,62,79,0,1,0,0
female,group B,associate's degree,free/reduced,completed,73,97,83,0,0,1,0
male,group A,master's degree,standard,none,62,65,74,0,1,0,0
male,group D,high school,free/reduced,none,45,75,26,1,0,0,0
male,group B,some high school,standard,none,71,88,72,0,1,0,0
male,group A,bachelor's degree,standard,completed,39,62,67,1,0,0,0
female,group A,some high school,free/reduced,none,74,61,92,0,1,0,0
male,group C,master's degree,standard,none,52,66,79,0,1,0,0
female,group E,some high school,free/reduced,completed,44,94,26,1,0,0,0
male,group E,high school,free/reduced,none,53,82,71,0,1,0,0
male,group B,bachelor's degree,standard,none,82,100,52,0,1,0,0
female,group C,master's degree,standard,none,99,47,46,0,1,0,0
male,group E,bachelor's degree,standard,completed,62,47,77,0,1,0,0
male,group A,bachelor's degree,free/reduced,completed,59,46,33,1,0,0,0
female,group B,some high school,free/reduced,none,81,39,59,1,0,0,0
female,group C,bachelor's degree,free/reduced,none,87,100,53,0,0,1,0
female,group E,some high school,free/reduced,completed,83,55,33,1,0,0,0
female,group E,associate's degree,standard,none,95,72,79,0,0,1,0
male,group B,master's degree,standard,none,84,87,57,0,1,0,0
female,group E,associate's degree,free/reduced,completed,47,79,58,0,1,0,0
female,group D,high school,standard,completed,56,46,59,1,0,0,0
female,group B,associate's degree,free/reduced,completed,63,57,42,1,0,0,0
male,group D,master's degree,free/reduced,none,74,82,67,0,1,0,0
female,group C,some high school,free/reduced,completed,50,53,89,0,1,0,0
male,group B,bachelor's degree,standard,completed,98,71,53,0,1,0,0
male,group B,high school,free/reduced,completed,25,21,37,0,0,0,1
female,group E,associate's degree,standard,completed,69,86,81,0,1,0,0
female,group A,master's degree,standard,none,75,62,67,0,1,0,0
male,group E,some high school,free/reduced,none,86,31,67,0,1,0,0
female,group B,some high school,standard,none,63,84,51,0,1,0,0
male,group B,some high school,free/reduced,completed,30,78,95,0,1,0,0
female,group E,associate's degree,standard,none,0,50,41,0,0,0,1
male,group D,associate's degree,standard,completed,84,64,40,0,1,0,0
female,group D,associate's degree,standard,completed,45,59,57,1,0,0,0
male,group E,some high school,free/reduced,none,55,89,53,0,1,0,0
female,group C,master's degree,free/reduced,completed,88,70,70,0,1,0,0
female,group A,associate's degree,standard,completed,61,74,97,0,1,0,0
male,group A,some high school,standard,completed,49,22,61,1,0,0,0
female,group B,high school,standard,none,74,49,86,0,1,0,0
female,group A,some high school,standard,completed,80,60,90,0,1,0,0
male,group B,high school,standard,none,86,28,70,0,1,0,0
male,group A,high school,free/reduced,none,83,56,89,0,1,0,0
male,group E,bachelor's degree,free/reduced,completed,77,78,84,0,1,0,0
